customer_ID,contract_type,paperless_billing,payment_method,high_value_customer_flag
9172-JITSM,Month-to-month,Yes,Electronic check,High
6298-QDFNH,Month-to-month,Yes,Electronic check,Medium
7398-HPYZQ,Two year,No,Bank transfer (automatic),High
3546-GHEAE,Two year,No,Mailed check,Low
7361-YPXFS,Month-to-month,No,Bank transfer (automatic),Medium
6557-BZXLQ,Month-to-month,No,Electronic check,Medium
2550-QHZGP,One year,No,Mailed check,Low
7519-JTWQH,Two year,Yes,Bank transfer (automatic),High
2538-OIMXF,Month-to-month,No,Mailed check,Low
8543-MSDMF,Month-to-month,Yes,Electronic check,Medium
9961-JBNMK,Month-to-month,Yes,Bank transfer (automatic),High
1170-SASML,Month-to-month,Yes,Bank transfer (automatic),High
4872-JCVCA,Two year,Yes,Bank transfer (automatic),Medium
5346-BZCHP,Two year,No,Mailed check,Low
2038-LLMLM,Month-to-month,Yes,Electronic check,High
6173-ITPWD,Month-to-month,Yes,Bank transfer (automatic),High
9734-UYXQI,Month-to-month,Yes,Electronic check,Medium
1216-BGTSP,Month-to-month,Yes,Credit card (automatic),High
4138-NAXED,Month-to-month,No,Bank transfer (automatic),High
2189-UXTKY,Month-to-month,Yes,Electronic check,Medium
0744-BIKKF,Two year,No,Bank transfer (automatic),High
7483-IQWIB,Month-to-month,Yes,Electronic check,High
5248-KWLAR,Two year,No,Electronic check,High
4958-GZWIY,Month-to-month,No,Electronic check,Medium
7996-MHXLW,Two year,Yes,Credit card (automatic),Low
7833-PKIHD,One year,Yes,Bank transfer (automatic),Medium
7061-OVMIM,One year,No,Bank transfer (automatic),Low
5153-RTHKF,Month-to-month,No,Electronic check,High
1852-QSWCD,Two year,Yes,Mailed check,Low
4832-VRBMR,One year,Yes,Bank transfer (automatic),High
9079-LWTFD,Month-to-month,No,Mailed check,High
6356-ELRKD,Month-to-month,Yes,Electronic check,High
8624-GIOUT,Month-to-month,Yes,Credit card (automatic),Medium
3392-EHMNK,Two year,No,Credit card (automatic),High
5986-WWXDV,One year,No,Bank transfer (automatic),Low
3061-BCKYI,Month-to-month,No,Mailed check,Low
6179-GJPSO,Month-to-month,Yes,Credit card (automatic),High
7901-TBKJX,Month-to-month,Yes,Electronic check,High
7228-PAQPD,One year,No,Credit card (automatic),Medium
3177-LASXD,Month-to-month,No,Electronic check,Medium
7746-QYVCO,One year,Yes,Mailed check,Medium
5804-HYIEZ,Month-to-month,Yes,Electronic check,High
9919-FZDED,Two year,Yes,Credit card (automatic),High
5934-TSSAU,Month-to-month,Yes,Credit card (automatic),Medium
3486-KHMLI,Month-to-month,No,Mailed check,Low
4897-QSUYC,Month-to-month,Yes,Mailed check,Low
1084-UQCHV,Month-to-month,No,Bank transfer (automatic),Medium
8290-YWKHZ,Month-to-month,Yes,Electronic check,High
2955-BJZHG,Month-to-month,No,Electronic check,High
3806-DXQOM,Month-to-month,Yes,Electronic check,Low
6784-XYJAE,One year,No,Electronic check,Medium
3933-DQPWX,Two year,No,Credit card (automatic),Low
6661-EIPZC,Month-to-month,Yes,Credit card (automatic),Low
8957-THMOA,Two year,No,Credit card (automatic),Low
2251-PYLPB,Two year,No,Credit card (automatic),Medium
5555-RNPGT,Month-to-month,No,Credit card (automatic),Low
1057-FOGLZ,Month-to-month,No,Mailed check,Low
9300-RENDD,Month-to-month,Yes,Electronic check,Medium
0761-AETCS,Month-to-month,No,Electronic check,Low
8087-LGYHQ,Month-to-month,Yes,Electronic check,High
4137-BTIKL,Month-to-month,No,Mailed check,High
2190-BCXEC,Month-to-month,Yes,Credit card (automatic),Medium
6227-FBDXH,One year,No,Bank transfer (automatic),High
2153-MREFK,One year,Yes,Electronic check,High
2911-WDXMV,Month-to-month,Yes,Credit card (automatic),High
7206-PQBBZ,Month-to-month,Yes,Electronic check,Medium
3106-ULWFW,Month-to-month,Yes,Credit card (automatic),High
0925-VYDLG,Month-to-month,No,Electronic check,Medium
4547-FZJWE,One year,No,Credit card (automatic),Medium
7422-WNBTY,Month-to-month,Yes,Electronic check,High
0842-IWYCP,Month-to-month,No,Bank transfer (automatic),Medium
3521-HTQTV,Two year,No,Bank transfer (automatic),Low
3744-ZBHON,Month-to-month,No,Electronic check,Low
3373-DIUUN,Two year,No,Mailed check,Low
8383-SGHJU,One year,No,Electronic check,Medium
7607-QKKTJ,One year,Yes,Credit card (automatic),High
7707-PYBBH,Month-to-month,Yes,Mailed check,Medium
8984-HPEMB,Two year,Yes,Electronic check,High
4349-GFQHK,Month-to-month,No,Electronic check,Medium
4139-DETXS,Two year,No,Bank transfer (automatic),Medium
9779-DPNEJ,Month-to-month,Yes,Electronic check,High
9805-FILKB,One year,Yes,Bank transfer (automatic),Low
5793-YOLJN,Two year,No,Mailed check,Low
0673-IGUQO,Month-to-month,No,Mailed check,Low
4123-FCVCB,One year,Yes,Mailed check,Medium
8819-IMISP,Month-to-month,Yes,Electronic check,High
7802-EFKNY,Month-to-month,Yes,Electronic check,Low
8311-UEUAB,Two year,Yes,Electronic check,Medium
5858-EAFCZ,Month-to-month,No,Mailed check,Medium
8035-BUYVG,One year,Yes,Electronic check,Medium
1163-ONYEY,Month-to-month,Yes,Credit card (automatic),Medium
9787-XVQIU,Month-to-month,Yes,Electronic check,Medium
8945-MUQUF,One year,Yes,Electronic check,High
5656-MJEFC,Two year,No,Credit card (automatic),Medium
6082-OQFBA,One year,No,Mailed check,Low
8051-HJRLT,Month-to-month,Yes,Electronic check,Medium
8974-OVACP,Month-to-month,No,Mailed check,Low
4010-YLMVT,Month-to-month,Yes,Credit card (automatic),High
1379-FRVEB,Month-to-month,Yes,Electronic check,High
8612-GXIDD,Two year,Yes,Bank transfer (automatic),Low
6288-CHQJB,Two year,No,Bank transfer (automatic),Medium
8160-HOWOX,Month-to-month,Yes,Electronic check,Medium
3023-GFLBR,Month-to-month,No,Credit card (automatic),High
6648-INWPS,Month-to-month,No,Electronic check,Low
4223-BKEOR,One year,No,Mailed check,Medium
4079-VTGLK,Two year,No,Electronic check,Medium
1763-WQFUK,Month-to-month,Yes,Mailed check,Medium
1391-UBDAR,Month-to-month,No,Electronic check,Medium
8894-JVDCV,One year,Yes,Credit card (automatic),High
2023-VQFDL,Month-to-month,No,Electronic check,Low
1345-GKDZZ,Month-to-month,No,Mailed check,Low
2014-MKGMH,One year,Yes,Electronic check,High
5628-FCGYG,Month-to-month,Yes,Electronic check,High
2560-WBWXF,Two year,Yes,Bank transfer (automatic),Low
0248-IPDFW,Month-to-month,Yes,Electronic check,Medium
7978-DKUQH,Month-to-month,Yes,Electronic check,Medium
4335-UPJSI,Two year,No,Mailed check,Low
0524-IAVZO,Month-to-month,Yes,Electronic check,High
2737-YNGYW,Month-to-month,No,Electronic check,High
1784-EZDKJ,One year,Yes,Bank transfer (automatic),High
9297-FVVDH,Two year,Yes,Electronic check,High
8007-YYPWD,Two year,No,Bank transfer (automatic),Low
7101-HRBLJ,Two year,Yes,Bank transfer (automatic),High
5159-YFPKQ,Month-to-month,Yes,Electronic check,Medium
6635-CPNUN,Month-to-month,No,Credit card (automatic),High
4021-RQSNY,Month-to-month,Yes,Electronic check,High
5453-YBTWV,Two year,Yes,Credit card (automatic),High
5039-LZRQT,One year,No,Mailed check,Low
2931-VUVJN,One year,Yes,Electronic check,High
9061-TIHDA,Month-to-month,Yes,Electronic check,High
8699-ASUFO,Month-to-month,Yes,Mailed check,Medium
6418-PIQSP,Two year,No,Mailed check,High
8220-OCUFY,One year,Yes,Electronic check,Medium
3995-WFCSM,Month-to-month,No,Electronic check,Medium
1895-QTKDO,Month-to-month,No,Credit card (automatic),Medium
2038-OEQZH,Month-to-month,No,Electronic check,High
1178-PZGAB,One year,No,Credit card (automatic),Low
7927-AUXBZ,Month-to-month,No,Electronic check,High
2626-VEEWG,Two year,Yes,Credit card (automatic),Low
2878-RMWXY,Two year,Yes,Credit card (automatic),High
1657-DYMBM,Two year,No,Credit card (automatic),Low
7311-MQJCH,One year,No,Electronic check,Low
7375-WMVMT,Two year,Yes,Credit card (automatic),High
1136-XGEQU,One year,Yes,Credit card (automatic),High
2530-FMFXO,Two year,Yes,Electronic check,High
6844-DZKRF,Month-to-month,Yes,Credit card (automatic),Medium
4695-WJZUE,Month-to-month,Yes,Electronic check,High
7619-ODSGN,Month-to-month,No,Electronic check,Medium
5970-GHJAW,Two year,No,Credit card (automatic),Low
8879-XUAHX,Two year,Yes,Electronic check,High
3689-MOZGR,Month-to-month,Yes,Electronic check,Low
4195-PNGZS,Two year,No,Bank transfer (automatic),Low
5003-XZWWO,Two year,No,Credit card (automatic),High
3988-RQIXO,Month-to-month,Yes,Electronic check,High
7622-FWGEW,Two year,Yes,Bank transfer (automatic),High
6922-NCEDI,One year,Yes,Mailed check,Low
2514-GINMM,Month-to-month,Yes,Electronic check,Medium
9891-NQDBD,One year,No,Mailed check,Low
6131-IUNXN,Month-to-month,No,Mailed check,Low
8548-AWOFC,Month-to-month,No,Electronic check,Medium
9798-DRYDS,One year,Yes,Mailed check,Medium
8532-UEFWH,Two year,No,Mailed check,Low
6296-DDOOR,One year,No,Electronic check,Medium
7951-VRDVK,One year,No,Bank transfer (automatic),High
5931-FLJJF,Month-to-month,Yes,Mailed check,Medium
4815-YOSUK,One year,Yes,Credit card (automatic),High
2659-VXMWZ,One year,Yes,Electronic check,High
0380-NEAVX,One year,Yes,Electronic check,High
3207-OYBWH,Month-to-month,Yes,Bank transfer (automatic),High
4285-GYRQC,Month-to-month,Yes,Electronic check,High
7216-EWTRS,Month-to-month,Yes,Electronic check,High
4365-MSDYN,Month-to-month,Yes,Bank transfer (automatic),Low
7036-TYDEC,Two year,No,Electronic check,High
5802-ADBRC,One year,Yes,Mailed check,High
8076-FEZKJ,One year,No,Mailed check,Low
5197-YPYBZ,Two year,No,Credit card (automatic),Low
8337-MSSXB,Month-to-month,Yes,Electronic check,High
4312-GVYNH,Two year,Yes,Bank transfer (automatic),Medium
8495-LJDFO,Month-to-month,Yes,Bank transfer (automatic),High
0839-JTCUD,Two year,No,Credit card (automatic),High
5494-WOZRZ,Two year,Yes,Credit card (automatic),High
1302-UHBDD,Month-to-month,No,Electronic check,High
2234-EOFPT,Two year,Yes,Bank transfer (automatic),Medium
8619-IJNDK,Two year,No,Credit card (automatic),Medium
8378-LKJAF,Month-to-month,Yes,Credit card (automatic),High
8182-BJDSI,Month-to-month,Yes,Electronic check,High
2528-HFYZX,Month-to-month,Yes,Electronic check,Medium
1153-GNOLC,One year,Yes,Electronic check,Low
3298-QEICA,Two year,No,Mailed check,Low
0788-DXBFY,One year,Yes,Electronic check,Low
3597-YASZG,Two year,Yes,Bank transfer (automatic),High
3496-LFSZU,Month-to-month,No,Electronic check,Medium
5242-UOWHD,Two year,No,Mailed check,Low
2482-CZGBB,Month-to-month,Yes,Electronic check,Medium
6479-SZPLM,Two year,No,Credit card (automatic),Low
8097-VBQTZ,Month-to-month,Yes,Mailed check,Medium
4500-HKANN,Two year,No,Mailed check,Medium
9917-KWRBE,One year,Yes,Credit card (automatic),Medium
3420-ZDBMA,Month-to-month,Yes,Mailed check,Medium
2212-LYASK,One year,Yes,Credit card (automatic),Medium
1393-IMKZG,Month-to-month,Yes,Electronic check,High
8069-RHUXK,Two year,No,Credit card (automatic),Low
3398-GCPMU,Two year,Yes,Credit card (automatic),High
2908-WGAXL,Two year,Yes,Credit card (automatic),Low
3378-AJRAO,One year,No,Electronic check,Low
1013-QCWAM,Month-to-month,Yes,Electronic check,High
0866-QLSIR,One year,Yes,Mailed check,Medium
6050-FFXES,Two year,No,Bank transfer (automatic),High
7181-BQYBV,Month-to-month,Yes,Electronic check,High
0362-RAOQO,Two year,No,Credit card (automatic),Low
9554-DFKIC,Month-to-month,Yes,Bank transfer (automatic),Medium
5527-ACHSO,Month-to-month,No,Mailed check,Medium
0829-DDVLK,One year,No,Credit card (automatic),Low
1399-UBQIU,Month-to-month,Yes,Electronic check,Medium
1813-JLKWR,One year,No,Bank transfer (automatic),Low
0336-PIKEI,Two year,No,Bank transfer (automatic),Medium
7322-OCWHC,Two year,Yes,Bank transfer (automatic),High
9537-VHDTA,Month-to-month,No,Mailed check,Medium
4957-TIALW,One year,No,Credit card (automatic),Medium
2054-PJOCK,One year,No,Credit card (automatic),High
9150-HEPMB,One year,No,Mailed check,Medium
9030-QGZNL,Two year,No,Mailed check,Low
6204-IEUXJ,Month-to-month,No,Credit card (automatic),High
3126-WQMGH,Month-to-month,Yes,Credit card (automatic),Medium
4529-CKBCL,Month-to-month,Yes,Electronic check,High
2506-CLAKW,Month-to-month,Yes,Bank transfer (automatic),High
7176-WRTNX,Two year,Yes,Bank transfer (automatic),High
1583-IHQZE,Month-to-month,Yes,Mailed check,High
5732-IKGQH,One year,Yes,Bank transfer (automatic),High
9239-GZHZE,Two year,Yes,Credit card (automatic),High
7205-BAIAD,Two year,Yes,Bank transfer (automatic),Low
0151-ONTOV,Month-to-month,No,Mailed check,Medium
4140-MUHUG,Month-to-month,Yes,Electronic check,High
0093-EXYQL,Month-to-month,Yes,Electronic check,High
8064-RAVOH,Month-to-month,Yes,Electronic check,Medium
0219-QAERP,One year,No,Credit card (automatic),Low
0320-JDNQG,Month-to-month,Yes,Electronic check,High
7180-PISOG,Month-to-month,Yes,Electronic check,Medium
9168-INPSZ,Month-to-month,No,Electronic check,High
3571-RFHAR,Month-to-month,Yes,Electronic check,High
0015-UOCOJ,Month-to-month,Yes,Electronic check,Medium
5334-AFQJB,Two year,Yes,Credit card (automatic),Low
2754-SDJRD,Month-to-month,Yes,Credit card (automatic),High
9578-VRMNM,Month-to-month,Yes,Credit card (automatic),Medium
1587-FKLZB,Month-to-month,Yes,Credit card (automatic),High
6140-QNRQQ,Month-to-month,Yes,Mailed check,Medium
8963-JLGJT,Month-to-month,No,Mailed check,Medium
4307-KTUMW,Month-to-month,No,Electronic check,High
1465-LNTLJ,Month-to-month,Yes,Credit card (automatic),Medium
5440-FLBQG,Two year,Yes,Bank transfer (automatic),High
2135-DQWAQ,Month-to-month,Yes,Mailed check,High
4056-QHXHZ,Two year,No,Mailed check,High
7470-MCQTK,Month-to-month,Yes,Bank transfer (automatic),Medium
7488-MXJIV,Month-to-month,Yes,Electronic check,High
7401-JIXNM,Two year,No,Credit card (automatic),High
9339-FIIJL,Two year,No,Bank transfer (automatic),High
2027-FECZV,Month-to-month,Yes,Electronic check,High
2672-DZUOY,Month-to-month,Yes,Electronic check,Low
4706-DGAHW,Month-to-month,No,Electronic check,Medium
3870-MQAMG,One year,No,Electronic check,High
6670-MFRPK,Two year,Yes,Credit card (automatic),Medium
6177-PEVRA,Two year,No,Credit card (automatic),Medium
4800-CZMPC,One year,Yes,Credit card (automatic),High
4813-HQMGZ,Month-to-month,Yes,Electronic check,High
7579-KKLOE,Two year,Yes,Mailed check,High
7377-DMMRI,Month-to-month,Yes,Electronic check,Medium
8402-EIVQS,One year,Yes,Credit card (automatic),High
4947-DSMXK,Month-to-month,Yes,Bank transfer (automatic),High
7245-NIIWQ,Month-to-month,Yes,Electronic check,Medium
0002-ORFBO,One year,Yes,Mailed check,Medium
3324-OIRTO,One year,Yes,Bank transfer (automatic),High
5414-OFQCB,Two year,Yes,Credit card (automatic),High
4967-WPNCF,Two year,Yes,Bank transfer (automatic),Medium
8552-OBVRU,Month-to-month,Yes,Electronic check,High
8499-BRXTD,One year,No,Mailed check,Low
9154-QDGTH,One year,Yes,Credit card (automatic),High
8197-BFWVU,Two year,Yes,Bank transfer (automatic),High
2577-GVSIL,One year,Yes,Bank transfer (automatic),Medium
9367-OIUXP,Month-to-month,No,Mailed check,Low
6770-UAYGJ,Two year,No,Mailed check,Low
6463-HHXJR,Two year,No,Bank transfer (automatic),High
7928-VJYAB,Month-to-month,No,Electronic check,High
1187-WILMM,Two year,Yes,Credit card (automatic),High
9776-OJUZI,Month-to-month,Yes,Bank transfer (automatic),High
1306-RPWXZ,Two year,No,Credit card (automatic),Low
8949-JTMAY,Month-to-month,Yes,Credit card (automatic),High
2774-LVQUS,Month-to-month,Yes,Electronic check,High
3097-PYWXL,Month-to-month,Yes,Electronic check,Low
2266-SJNAT,One year,No,Credit card (automatic),High
0869-PAPRP,Month-to-month,Yes,Credit card (automatic),High
4238-JSSWH,Month-to-month,No,Bank transfer (automatic),High
2972-YDYUW,One year,No,Electronic check,High
1104-FEJAM,Month-to-month,No,Electronic check,Medium
2809-ILCYT,One year,Yes,Mailed check,Low
5499-ECUTN,One year,Yes,Credit card (automatic),Medium
4981-FLTMF,Month-to-month,No,Bank transfer (automatic),Medium
9121-PHQSR,Month-to-month,Yes,Credit card (automatic),High
3113-IWHLC,Month-to-month,Yes,Mailed check,Medium
3211-ILJTT,Month-to-month,Yes,Bank transfer (automatic),Medium
4612-THJBS,One year,Yes,Bank transfer (automatic),High
4277-BWBML,Two year,No,Bank transfer (automatic),Low
4094-NSEDU,Month-to-month,Yes,Electronic check,High
0234-TEVTT,One year,No,Credit card (automatic),Medium
4304-TSPVK,Two year,No,Bank transfer (automatic),High
1552-AAGRX,Month-to-month,No,Bank transfer (automatic),High
2637-FKFSY,Month-to-month,Yes,Mailed check,Medium
9796-MVYXX,Two year,No,Mailed check,Low
7874-ECPQJ,Month-to-month,Yes,Bank transfer (automatic),Low
0020-INWCK,Two year,Yes,Credit card (automatic),High
7089-RKVSZ,One year,No,Mailed check,Low
2683-JXWQQ,Month-to-month,No,Bank transfer (automatic),Low
9548-ZMVTX,Two year,No,Bank transfer (automatic),High
8739-XNIKG,Month-to-month,Yes,Electronic check,High
9755-JHNMN,Two year,No,Bank transfer (automatic),Medium
3981-QSVQI,Month-to-month,Yes,Bank transfer (automatic),Low
2789-HQBOU,Month-to-month,Yes,Electronic check,High
9424-CMPOG,Two year,No,Mailed check,Low
5067-WJEUN,Two year,Yes,Bank transfer (automatic),Medium
3450-WXOAT,Month-to-month,Yes,Credit card (automatic),Medium
9251-WNSOD,One year,No,Mailed check,Medium
6974-DAFLI,One year,No,Electronic check,Low
2616-UUTFK,Month-to-month,Yes,Bank transfer (automatic),Medium
7064-JHXCE,Two year,No,Credit card (automatic),Low
5103-MHMHY,Month-to-month,No,Mailed check,Medium
7989-AWGEH,Month-to-month,Yes,Electronic check,Low
4373-VVHQL,Month-to-month,Yes,Electronic check,Medium
4559-UWIHT,Month-to-month,Yes,Electronic check,High
7268-IGMFD,Month-to-month,No,Bank transfer (automatic),High
1846-XWOQN,Month-to-month,Yes,Electronic check,Medium
0235-KGSLC,Month-to-month,Yes,Credit card (automatic),High
6650-BWFRT,Two year,Yes,Credit card (automatic),High
9570-KYEUA,Two year,No,Credit card (automatic),High
6993-YGFJV,Two year,Yes,Bank transfer (automatic),High
2712-SYWAY,Month-to-month,Yes,Electronic check,Low
0730-BGQGF,Two year,No,Credit card (automatic),High
5498-IBWPI,One year,Yes,Credit card (automatic),Medium
9101-NTIXF,Month-to-month,No,Mailed check,Low
0013-SMEOE,Two year,Yes,Bank transfer (automatic),High
9314-QDMDW,One year,Yes,Electronic check,Medium
9308-ANMVE,Month-to-month,Yes,Electronic check,Medium
2884-GBPFB,Month-to-month,Yes,Electronic check,Medium
3757-NJYBX,Month-to-month,No,Bank transfer (automatic),High
3413-DHLPB,Month-to-month,Yes,Bank transfer (automatic),High
7649-PHJVR,One year,No,Mailed check,Low
6114-TCFID,One year,No,Credit card (automatic),Low
3787-TRIAL,Month-to-month,Yes,Electronic check,Low
2573-GYRUU,Month-to-month,Yes,Credit card (automatic),High
5156-UMKOW,Month-to-month,No,Mailed check,Low
1247-QBVSH,Month-to-month,No,Mailed check,Medium
6734-GMPVK,Month-to-month,No,Electronic check,High
9822-OAOVB,Month-to-month,Yes,Electronic check,Medium
6161-ERDGD,One year,No,Electronic check,High
1226-JZNKR,One year,No,Electronic check,Low
7318-EIVKO,Month-to-month,Yes,Electronic check,Medium
3771-PZOBW,Month-to-month,Yes,Credit card (automatic),High
5136-KCKGI,One year,Yes,Mailed check,High
8231-BSWXX,One year,Yes,Credit card (automatic),Medium
6486-LHTMA,One year,Yes,Electronic check,High
4083-BFNYK,One year,No,Credit card (automatic),High
3722-WPXTK,Month-to-month,Yes,Electronic check,High
7389-KBFIT,Month-to-month,Yes,Mailed check,Low
7176-WIONM,Month-to-month,Yes,Bank transfer (automatic),Medium
5141-ZUVBH,Month-to-month,No,Bank transfer (automatic),High
1089-HDMKP,Month-to-month,Yes,Electronic check,Medium
7623-HKYRK,Month-to-month,No,Mailed check,Low
0310-SUCIN,One year,Yes,Bank transfer (automatic),High
5197-PYEPU,One year,Yes,Credit card (automatic),High
2929-ERCFZ,Month-to-month,Yes,Electronic check,High
7548-SEPYI,Month-to-month,Yes,Electronic check,High
8835-VSDSE,Month-to-month,Yes,Electronic check,Medium
6619-RPLQZ,Two year,No,Mailed check,Low
3275-RHRNE,One year,Yes,Credit card (automatic),Medium
3503-TYDAY,Month-to-month,No,Electronic check,High
6901-GOGZG,Two year,Yes,Electronic check,High
1623-NLDOT,One year,No,Mailed check,Low
7021-XSNYE,Two year,No,Credit card (automatic),Medium
9621-OUPYD,One year,Yes,Bank transfer (automatic),Low
9898-KZQDZ,Month-to-month,Yes,Credit card (automatic),High
8982-NHAVY,One year,Yes,Bank transfer (automatic),High
4307-KWMXE,Month-to-month,No,Electronic check,Low
0141-YEAYS,Month-to-month,Yes,Bank transfer (automatic),High
2450-ZKEED,One year,No,Bank transfer (automatic),Medium
3694-DELSO,Month-to-month,No,Credit card (automatic),Low
3893-JRNFS,Month-to-month,Yes,Bank transfer (automatic),Low
9603-OAIHC,Month-to-month,Yes,Electronic check,Medium
1133-KXCGE,One year,No,Mailed check,Low
5236-PERKL,Two year,Yes,Bank transfer (automatic),High
0142-GVYSN,Month-to-month,Yes,Electronic check,Low
1049-FYSYG,Month-to-month,Yes,Credit card (automatic),Low
7854-FOKSF,Month-to-month,No,Electronic check,Low
2519-FAKOD,Month-to-month,Yes,Bank transfer (automatic),High
8406-LNMHF,One year,Yes,Credit card (automatic),High
1821-BUCWY,Two year,Yes,Mailed check,Medium
8263-JQAIK,Month-to-month,Yes,Mailed check,Low
0023-UYUPN,One year,No,Electronic check,Low
8314-DPQHL,One year,No,Mailed check,Medium
1465-WCZVT,Month-to-month,No,Mailed check,Low
9481-SFCQY,Month-to-month,Yes,Credit card (automatic),Medium
6360-SVNWV,Month-to-month,Yes,Credit card (automatic),Medium
0567-GGCAC,Month-to-month,No,Electronic check,Medium
7089-IVVAZ,Month-to-month,Yes,Bank transfer (automatic),High
8884-MRNSU,One year,No,Bank transfer (automatic),Low
2171-UDMFD,Month-to-month,Yes,Credit card (automatic),Low
9050-IKDZA,Month-to-month,No,Mailed check,High
2205-YMZZJ,Month-to-month,Yes,Electronic check,High
9802-CAQUT,Two year,No,Credit card (automatic),High
1254-IZEYF,Month-to-month,Yes,Electronic check,High
0187-WZNAB,Month-to-month,No,Mailed check,Medium
9492-TOKRI,Month-to-month,Yes,Credit card (automatic),High
1475-VWVDO,Month-to-month,Yes,Electronic check,Medium
9221-OTIVJ,Month-to-month,Yes,Electronic check,High
1357-MVDOZ,Month-to-month,Yes,Bank transfer (automatic),Medium
7602-MVRMB,Two year,Yes,Bank transfer (automatic),High
3325-FUYCG,One year,No,Electronic check,High
5908-QMGOE,Month-to-month,Yes,Credit card (automatic),Medium
1197-BVMVG,Month-to-month,Yes,Electronic check,Medium
5406-KGRMX,Two year,No,Electronic check,Low
8481-YYXWG,Month-to-month,Yes,Electronic check,High
5968-HYJRZ,Two year,No,Mailed check,Low
5198-EFNBM,One year,Yes,Electronic check,High
7516-GMHUV,Two year,Yes,Credit card (automatic),High
7140-ADSMJ,Month-to-month,Yes,Credit card (automatic),Low
2230-XTUWL,Two year,No,Mailed check,Low
7706-YLMQA,One year,No,Bank transfer (automatic),Low
2585-KTFRE,Month-to-month,Yes,Bank transfer (automatic),Medium
7994-UYIVZ,Month-to-month,Yes,Bank transfer (automatic),High
2609-IAICY,Month-to-month,Yes,Electronic check,Medium
1740-CSDJP,Month-to-month,Yes,Bank transfer (automatic),Low
7717-BICXI,Two year,No,Mailed check,Low
6559-RAKOZ,One year,Yes,Electronic check,High
2636-OHFMN,Month-to-month,Yes,Electronic check,Medium
4716-MRVEN,One year,No,Mailed check,Low
2143-LJULT,Two year,Yes,Credit card (automatic),Low
1323-OOEPC,Month-to-month,Yes,Credit card (automatic),High
3200-MNQTF,Two year,No,Credit card (automatic),Medium
6164-HXUGH,Month-to-month,No,Mailed check,Low
5630-IXDXV,Month-to-month,Yes,Electronic check,High
0320-DWVTU,Two year,No,Mailed check,High
9135-MGVPY,Two year,Yes,Mailed check,High
1212-GLHMD,Month-to-month,Yes,Mailed check,High
7878-JGDKK,Month-to-month,No,Mailed check,Medium
1088-AUUZZ,Two year,Yes,Credit card (automatic),Medium
0397-GZBBC,Month-to-month,Yes,Bank transfer (automatic),High
6614-YWYSC,Two year,No,Bank transfer (automatic),Low
9588-OZDMQ,Month-to-month,Yes,Electronic check,Medium
7641-EUYET,Month-to-month,Yes,Electronic check,High
6476-EPYZR,Month-to-month,No,Mailed check,Low
9921-ZVRHG,Month-to-month,Yes,Electronic check,High
1174-FGIFN,One year,Yes,Electronic check,High
6620-HVDUJ,Month-to-month,No,Bank transfer (automatic),Medium
4701-MLJPN,Month-to-month,Yes,Electronic check,Medium
1032-MAELW,One year,Yes,Electronic check,Medium
7641-TQFHN,Two year,No,Mailed check,High
1552-TKMXS,Month-to-month,No,Credit card (automatic),Low
9206-GVPEQ,Month-to-month,Yes,Electronic check,Medium
8622-ZLFKO,Month-to-month,Yes,Electronic check,High
1596-BBVTG,Month-to-month,No,Credit card (automatic),Medium
6188-UXBBR,One year,Yes,Credit card (automatic),Low
2333-KWEWW,Two year,No,Credit card (automatic),Low
5702-SKUOB,Month-to-month,No,Mailed check,Low
1134-YWTYF,Month-to-month,Yes,Electronic check,Medium
6061-GWWAV,One year,No,Mailed check,Medium
0679-TDGAK,One year,No,Electronic check,Medium
6585-WCEWR,Two year,No,Electronic check,Low
9067-YGSCA,One year,No,Credit card (automatic),Low
9067-SQTNS,One year,No,Bank transfer (automatic),Low
8433-WXGNA,Month-to-month,Yes,Electronic check,Medium
1776-SPBWV,One year,Yes,Bank transfer (automatic),Low
8735-SDUFN,Two year,No,Bank transfer (automatic),Low
9668-PUGNU,Two year,Yes,Electronic check,Low
9405-GPBBG,Two year,Yes,Credit card (automatic),High
1926-QUZNN,Two year,Yes,Bank transfer (automatic),Low
3707-GNWHM,Month-to-month,Yes,Mailed check,Medium
7016-NVRIC,One year,No,Bank transfer (automatic),High
5829-NVSQN,One year,Yes,Bank transfer (automatic),Medium
9565-AXSMR,Two year,No,Mailed check,Low
8922-LIEGH,Month-to-month,Yes,Electronic check,High
8869-LIHMK,Two year,Yes,Bank transfer (automatic),High
8245-UMPYT,Month-to-month,Yes,Electronic check,High
5186-SAMNZ,Month-to-month,Yes,Bank transfer (automatic),Medium
0447-RXSGD,Month-to-month,Yes,Bank transfer (automatic),High
4927-WWOOZ,Month-to-month,Yes,Electronic check,High
5788-YPOEG,Two year,No,Mailed check,High
5373-SFODM,Month-to-month,Yes,Credit card (automatic),High
0661-KBKPA,One year,Yes,Mailed check,Medium
9081-WWXKP,Two year,No,Credit card (automatic),Low
0784-ZQJZX,Two year,No,Credit card (automatic),Low
3133-PZNSR,Two year,Yes,Credit card (automatic),High
5766-ZJYBB,Month-to-month,No,Mailed check,Low
8931-GJJIQ,Month-to-month,Yes,Electronic check,High
4277-PVRAN,Month-to-month,Yes,Bank transfer (automatic),High
0022-TCJCI,One year,No,Credit card (automatic),Medium
0722-SVSFK,Month-to-month,Yes,Electronic check,High
3612-YVGSJ,Two year,Yes,Credit card (automatic),Low
