customer_ID,monthly_charges,total_charges,avg_monthly_spend,revenue_loss_to_churn
2929-QNSRW,98.25,5508.35,98.36339286,5502
1262-OPMFY,75.75,655.9,72.87777778,681.75
9504-DSHWM,59.2,1191.2,59.56,0
5035-BVCXS,75.9,866.4,78.76363636,0
6267-DCFFZ,90.05,2627.2,87.57333333,0
3533-UVMOM,70.95,4741.45,69.72720588,0
2439-LYPMQ,102.6,4009.2,105.5052632,0
4248-QPAVC,85.35,1463.45,86.08529412,1450.95
1899-VXWXM,106.1,5082.8,105.8916667,5092.8
1478-VPOAD,43.8,43.8,43.8,0
9995-HOTOH,59,3707.6,58.85079365,0
2988-PLAHS,69.95,220.45,73.48333333,0
1371-OJCEK,24.35,1133.7,23.61875,0
4999-IEZLT,29.45,1983.15,30.04772727,0
8883-ANODQ,84.4,5746.75,84.51102941,0
4690-LLKUA,45.05,770.6,45.32941176,765.85
2351-RRBUE,20.65,134.05,19.15,0
5980-BDHPY,87.1,6230.1,86.52916667,0
1498-DQNRX,19.85,573.05,19.76034483,0
9469-WEJBT,90.35,3419.3,92.41351351,0
3331-HQDTW,109.8,3587.25,105.5073529,3733.2
9490-DFPMD,84.65,3541.35,84.31785714,3555.3
2581-VKIRT,65.5,3801.3,64.42881356,0
5442-XSDCW,79.5,868.5,78.95454545,874.5
7426-WEIJX,80.95,4859.1,80.985,0
2851-MMUTZ,56.15,1439.35,53.30925926,0
3049-NDXFL,85.8,85.8,85.8,85.8
8580-AECUZ,79.1,79.1,79.1,79.1
3307-TLCUD,34.4,592.75,34.86764706,0
6625-FLENO,20.75,1185.95,20.44741379,0
2967-MXRAV,18.8,18.8,18.8,0
7963-GQRMY,44.3,134.5,44.83333333,132.9
8189-HBVRW,90.8,4921.2,92.85283019,0
4163-KIUHY,25.6,901.25,25.75,0
1228-FZFRV,105.95,5341.8,106.836,5297.5
3500-NSDOA,70.8,4859.95,71.46985294,0
1171-TYKUR,25.4,1139.2,24.23829787,0
3761-FLYZI,108.8,7082.45,108.9607692,0
2058-DCJBE,69.75,324.6,64.92,348.75
5364-XYIRR,94.65,4812.75,94.36764706,4827.15
4829-AUOAX,96.05,4399.5,95.64130435,4418.3
1219-NNDDO,76.85,663.55,73.72777778,0
8388-DMKAE,20.25,174.65,21.83125,0
4403-BWPAY,24.8,321.7,22.97857143,0
9659-QEQSY,115.65,5125.5,113.9,0
5405-ZMYXQ,74.6,548.9,68.6125,0
5047-LHVLY,50.15,50.15,50.15,50.15
1442-OKRJE,103.15,7031.3,106.5348485,0
4737-AQCPU,72.1,5016.65,69.67569444,0
9158-VCTQB,113.6,4594.95,112.0719512,4657.6
2808-CHTDM,25.1,611.45,26.58478261,0
6311-UEUME,78.9,2384.15,82.21206897,2288.1
0793-TWELN,80.15,319.85,79.9625,0
3283-WCWXT,25.4,153.3,25.55,0
1060-ENTOF,105.4,7035.6,105.0089552,0
0999-QXNSA,45.75,344.2,49.17142857,0
5451-MHQOF,24.45,1431.65,25.56517857,0
4836-WNFNO,25,1849.2,25.68333333,0
9225-BZLNZ,85.25,6083.1,84.4875,0
0354-VXMJC,19.6,426.65,18.55,0
4422-QVIJA,50.15,1655.35,47.29571429,0
9365-SRSZE,70.55,1943.9,71.9962963,0
6839-ITVZJ,60.05,1616.15,62.15961538,1561.3
8332-OSJDW,26.4,314.95,26.24583333,0
4735-BJKOU,20.15,804.85,20.12125,0
0274-JKUJR,58.85,465.7,66.52857143,0
5740-YHGTW,97.55,6669.05,95.27214286,0
8917-SZTTJ,19.65,1161.75,19.3625,0
1696-MZVAU,25.25,947.75,24.30128205,0
7359-WWYJV,114.45,8375.05,116.3201389,0
0375-HVGXO,34.7,34.7,34.7,34.7
4906-ZHGPK,70.7,3770,69.81481481,0
8593-WHYHV,85.3,264.8,88.26666667,255.9
3795-GWTRD,75.55,4707.85,74.72777778,0
1298-PHBTI,84.8,6152.4,86.65352113,0
6223-DHJGV,20.65,958.1,22.81190476,0
6961-MJKBO,20.45,943,20.06382979,0
6097-EQISJ,102.45,6615.15,100.2295455,6761.7
4423-YLHDV,104.4,2200.25,104.7738095,2192.4
8158-WPEZG,35.65,425.1,38.64545455,0
0107-YHINA,99.75,99.75,99.75,99.75
4918-FYJNT,90.45,5044.8,91.72363636,0
0727-BNRLG,97.65,6743.55,97.7326087,0
4854-CIDCF,73.85,196.4,65.46666667,0
8640-SDGKB,74.4,299.7,74.925,297.6
3280-MRDOF,69.1,2093.9,69.79666667,0
6435-SRWBJ,82.75,417.75,83.55,0
9964-WBQDJ,24.4,1725.4,24.30140845,0
6303-KFWSL,55.25,1620.2,55.86896552,0
1702-CCFNJ,61.35,3169.55,60.95288462,0
8932-CZHRQ,76.75,5233.25,76.95955882,0
0386-CWRGM,19.4,967.85,21.04021739,0
5515-RUGKN,54.75,438.05,54.75625,0
0404-AHASP,19.7,1421.9,19.74861111,0
7279-NMVJC,19.9,323.15,19.00882353,0
2081-VEYEH,107.95,318.6,106.2,0
6407-UTSLV,83.8,163.7,81.85,0
4116-TZAQJ,74.25,639.65,71.07222222,668.25
9060-HJJRW,56.4,2928.5,57.42156863,0
2587-YNLES,20.1,100.35,16.725,0
7398-SKNQZ,94.9,273.2,91.06666667,0
5935-FCCNB,94.2,1608.15,94.59705882,0
1958-RNRKS,49.9,1441.95,48.065,0
5136-RGMZO,71.05,2168.15,69.94032258,0
8345-MVDYC,81.65,3618.7,80.41555556,0
8226-BXGES,89.45,5692.65,88.94765625,0
3877-JRJIP,59.85,59.85,59.85,59.85
8375-DKEBR,69.6,69.6,69.6,69.6
9705-IOVQQ,99,5969.3,97.85737705,0
1015-OWJKI,19.05,19.05,19.05,0
7511-YMXVQ,45.4,418.8,46.53333333,408.6
2040-XBAVJ,114.45,8100.55,112.5076389,0
7551-JOHTI,19.5,19.5,19.5,19.5
8887-IPQNC,44.25,313.45,44.77857143,0
8646-JCOMS,90.55,6130.95,92.89318182,0
9804-ICWBG,69.9,69.9,69.9,69.9
1222-KJNZD,20.4,745.3,18.6325,0
0106-GHRQR,71.4,1212.1,75.75625,0
5318-IXUZF,87.15,183.75,91.875,174.3
3768-VHXQO,24.85,1583.5,23.63432836,0
8952-WCVCD,104.45,4162.05,101.5134146,0
2418-TPEUN,19.8,1119.9,19.99821429,0
3963-RYFNS,116.45,8013.55,111.2993056,0
3198-VELRD,84.75,264.85,88.28333333,254.25
8540-ZQGEA,20.05,1102.4,20.41481481,0
1320-REHCS,110.75,5832,112.1538462,0
4137-JOPHL,89.7,4304.5,86.09,0
9436-ZBZCT,89.95,1178.4,84.17142857,1259.3
7801-CEDNV,48.7,1421.75,52.65740741,0
2057-BOYKM,96.6,6827.5,94.82638889,0
3658-QQJYD,74.3,4698.05,75.775,0
1803-BGNBD,54.3,654.5,54.54166667,0
0134-XWXCE,74.85,3268.05,74.27386364,0
6950-TWMYB,79.95,4362.05,80.7787037,0
5848-FHRFC,20.05,1386.9,20.39558824,0
2243-FNMMI,19.4,415.4,20.77,0
2511-MORQY,54.9,2614.1,52.282,0
5356-KZCKT,24.45,1513.6,26.09655172,0
9470-XCCEM,89.65,3161.6,90.33142857,0
6519-CFDBX,45.4,80.95,40.475,0
3902-MIVLE,75.7,4676.7,74.23333333,0
0409-WTMPL,110.65,6526.65,112.5284483,0
8763-KIAFH,20.55,583.3,21.6037037,0
3669-WHAFY,115.15,8078.1,113.7760563,0
3055-VTCGS,58.55,3503.5,55.61111111,0
3144-KMTWZ,93.25,6669.45,93.93591549,0
7279-BUYWN,113.2,4689.5,114.3780488,4641.2
7156-MHUGY,90.5,1201.15,92.39615385,1176.5
7198-GLXTC,79,143.65,71.825,158
2007-QVGAW,19.35,1292.65,19.00955882,0
5207-PLSTK,48.75,48.75,48.75,0
2307-FYNNL,109.05,7108.2,109.3569231,0
5605-XNWEN,25,1802.55,25.03541667,0
2155-AMQRX,54.9,1505.15,53.75535714,0
6181-AXXYF,24.75,1859.1,25.82083333,0
5091-HFAZW,91.15,168.5,84.25,0
0516-VRYBW,20.15,390.85,21.71388889,362.7
2519-LBNQL,104.35,6339.45,105.6575,0
8623-ULFNQ,66.05,1652.4,63.55384615,0
8380-PEFPE,71.65,71.65,71.65,71.65
5687-DKDTV,20.35,77.5,19.375,81.4
1568-LJSZU,92.2,6392.85,94.0125,0
7530-HDYDS,84.25,3264.5,85.90789474,3201.5
7789-HKSBS,105.2,4599.15,109.5035714,0
7416-CKTEP,19.6,1134.25,19.89912281,0
2586-CWXVV,30.4,1621.35,30.025,0
3096-IZETN,78.1,947.3,78.94166667,937.2
2348-KCJLT,61.5,2722.2,61.86818182,0
8401-EMUWF,69.4,3058.3,72.81666667,0
4193-IBKSW,24.75,1769.6,24.57777778,0
5377-NDTOU,91.05,6293.75,88.6443662,0
5922-ABDVO,89.65,1761.05,92.68684211,1703.35
2474-LCNUE,73.65,1642.75,71.42391304,0
0839-QNXME,19.4,578.5,19.28333333,0
3506-OVLKD,26.2,954.9,27.28285714,0
9172-ANCRX,98.7,973.25,97.325,987
6650-VJONK,43.85,43.85,43.85,0
2178-PMGCJ,69.7,1490.4,67.74545455,0
7492-TAFJD,38.55,280,40,0
2773-MADBQ,53.1,1901.25,52.8125,0
6016-LVTJQ,20.65,716.4,21.07058824,0
7860-KSUGX,64.45,4720,65.55555556,0
8966-KZXXA,25.1,930.95,25.85972222,0
6910-HADCM,76.35,76.35,76.35,76.35
4816-LXZYW,79.15,1676.95,72.91086957,1820.45
9606-PBKBQ,85,2642.05,82.5640625,2720
5149-QYTTU,95.15,6770.85,95.36408451,0
2070-XYMFH,79.35,1835.3,79.79565217,0
2085-BOJKI,96.65,1588.25,93.42647059,0
0817-HSUSE,75.5,75.5,75.5,0
5442-PPTJY,19.7,258.35,21.52916667,0
1927-QEWMY,20.5,1502.25,20.86458333,0
1663-MHLHE,19.2,19.2,19.2,0
5663-QBGIS,98.35,6929.4,96.24166667,0
4450-MDZFX,74.35,4453.3,74.22166667,0
6701-DHKWQ,51.35,3244.4,53.18688525,0
7554-AKDQF,45.65,323.45,53.90833333,0
3536-IQCTX,85.3,2661.1,83.159375,2729.6
4911-BANWH,86.55,2697.4,87.01290323,2683.05
8496-EJAUI,73.85,1424.5,74.97368421,1403.15
0794-YVSGE,20.3,1401.15,19.46041667,0
5423-BHIXO,54.2,1739.6,54.3625,0
6908-VVYHM,90.65,5931,91.24615385,0
2959-EEXWB,50.9,2333.85,51.86333333,0
1839-UMACK,25.05,949.85,22.61547619,0
3030-YDNRM,74.85,572.45,71.55625,0
7321-KKSDU,20.5,696.8,21.775,0
3402-XRIUO,63.55,1381.8,62.80909091,0
3132-TVFDZ,44.85,2572.95,45.13947368,2556.45
8286-AFUYI,47.95,47.95,47.95,0
8080-DDEMJ,45.1,45.1,45.1,45.1
8356-WUAOJ,45,45,45,0
6365-MTGZX,96,2122.45,88.43541667,2304
1349-WXNGG,20.05,20.05,20.05,20.05
8058-DMYRU,90.05,4931.8,91.32962963,0
9350-ZXYJC,25.3,116.95,29.2375,0
6990-YNRIO,108.65,6937.95,106.7376923,7062.25
8958-JPTRR,24.3,1261.7,22.53035714,0
6959-GQEGV,75.95,3273.8,72.75111111,0
3173-WSSUE,19.7,1415.85,19.9415493,0
1265-HVPZB,66.4,3958.2,67.08813559,0
4115-UMJFQ,35.75,2492.25,36.11956522,0
7369-TRPFD,18.8,279.2,14.69473684,0
1098-KFQEC,19.4,1083,19.69090909,0
7190-XHTWJ,19.3,755.5,19.88157895,0
0621-TWIEM,45.55,402.6,40.26,455.5
3537-RYBHH,67.45,3252,69.19148936,0
2485-ITVKB,35.1,68.75,34.375,70.2
3669-OYSJI,46.2,46.2,46.2,46.2
1612-EOHDH,45.15,45.15,45.15,45.15
6702-OHFWR,43.3,43.3,43.3,43.3
5296-BFCYD,20.1,936.85,20.36630435,0
4510-PYUSH,57.15,2250.65,59.22763158,2171.7
9359-JANWS,58.9,3857.1,59.34,0
7517-SAWMO,73.2,1441.1,75.84736842,1390.8
4143-HHPMK,85.35,4338.6,83.43461538,4438.2
3279-DYZQM,19.45,1378.45,19.41478873,0
7054-LGEQW,45.95,45.95,45.95,45.95
0523-VNGTF,50.5,2566.3,49.35192308,0
9575-IWCAZ,25.1,171,28.5,0
7105-MXJLL,60.7,1597.4,61.43846154,0
7064-FRRSW,99,4744.35,98.840625,0
7940-UQQUG,104.4,6721.6,105.025,0
0923-PNFUB,83.75,247.25,82.41666667,251.25
3961-SXAXY,44.05,44.05,44.05,0
7010-BRBUU,24.1,1734.65,24.09236111,0
3566-HJGPK,45.55,45.55,45.55,0
3062-ICYZQ,93.8,4539.35,89.00686275,0
9938-PRCVK,19.7,804.25,19.61585366,0
0973-KYVNF,70.65,5011.15,69.59930556,0
5129-HHMZC,86.45,3574.5,83.12790698,0
9637-CDTKZ,114.1,8086.4,112.3111111,0
3946-JEWRQ,95.2,4563,97.08510638,0
7873-CVMAW,88.55,6362.35,88.36597222,0
0463-WZZKO,20.75,67.1,22.36666667,0
3494-JCHRQ,70.05,70.05,70.05,70.05
6474-FVJLC,86,165.45,82.725,172
4524-QCSSM,44.65,1156.55,44.48269231,0
5832-EXGTT,60.2,1834.15,63.24655172,0
8840-DQLGN,100.5,3653.35,104.3814286,3517.5
2039-JONDJ,55.45,1477.65,54.72777778,0
7217-JYHOQ,70.3,1706.45,71.10208333,0
6695-FRVEC,60.4,3953.7,59.01044776,0
4547-LYTDD,72.65,1194.3,74.64375,1162.4
9894-QMIMJ,55.8,1327.85,57.7326087,0
8069-YQQAJ,31.1,419.7,29.97857143,0
6770-XUAGN,21,21,21,21
4193-ORFCL,45.1,45.1,45.1,45.1
1636-NTNCO,50.95,207.35,51.8375,0
3466-WAESX,69.1,1083.7,67.73125,0
9281-PKKZE,43.95,2007.85,43.64891304,0
3638-VBZTA,86.5,5882.75,86.51102941,0
7459-IMVYU,69.95,2657.55,69.93552632,0
7776-QWNFX,50.4,1527.5,50.91666667,1512
6689-TCZHQ,78.95,378.4,75.68,394.75
8563-OYMQY,90.95,1612.2,94.83529412,0
0754-EEBDC,19.9,76.65,19.1625,0
5777-ZPQNC,20.15,260.7,21.725,0
1951-IEYXM,90.6,6441.85,89.47013889,0
3318-NMQXL,92,266.8,88.93333333,0
3143-ILDAL,94.45,5124.6,91.51071429,5289.2
1022-RKXDR,24.85,962.25,23.4695122,0
2361-FJWNO,36,1382.9,34.5725,0
2272-UOINI,78.5,571.05,81.57857143,0
8232-UTFOZ,19.95,1399.35,20.28043478,0
3750-YHRYO,20.65,150,21.42857143,0
6637-KYRCV,30.5,167.2,33.44,0
5668-MEISB,106.1,7657.4,106.3527778,0
0129-QMPDR,20.5,865.05,19.66022727,0
7188-CBBBA,95.5,6153.85,94.67461538,0
5356-CSVSQ,64.6,174.2,58.06666667,0
3221-CJMSG,51.1,1269.6,52.9,0
4720-VSTSI,84.8,3862.55,87.78522727,3731.2
3219-JQRSL,89.1,6352.4,88.22777778,0
2801-NISEI,54.95,1348.5,56.1875,0
3946-MHCZW,50.9,50.9,50.9,50.9
4623-ZKHLY,20.45,471.55,21.43409091,0
6732-VAILE,85.95,5931.75,84.73928571,0
8201-AAXCB,60.35,1404.65,56.186,0
7696-CFTAT,19.8,726.1,19.62432432,0
1845-CSBRZ,85.35,1961.6,89.16363636,0
2123-VSCOT,72.1,4194.85,71.09915254,0
6651-AZVTJ,99.8,4872.45,99.4377551,4890.2
4566-GOLUK,107.35,5118.95,108.9138298,5045.45
2484-DGXPZ,19.55,658.95,21.25645161,606.05
2018-QKYGT,81.05,81.05,81.05,0
2792-VPPET,20.5,76.95,25.65,0
7409-JURKQ,111.8,5809.75,109.6179245,0
3247-MHJKM,20.2,20.2,20.2,0
1964-SVLEA,19.7,415.9,20.795,0
4587-NUKOX,79.1,246.5,82.16666667,237.3
7297-DVYGA,19.85,996.95,19.54803922,0
2239-CGBUZ,60.5,3145.15,61.66960784,0
0854-UYHZD,19.55,265.3,20.40769231,0
7243-LCGGZ,20.9,20.9,20.9,0
8267-KFGYD,21.05,21.05,21.05,0
4890-VMUAV,71.5,4576.3,72.63968254,0
9261-WDCAF,54.65,189.1,63.03333333,0
3764-MNMOI,19.2,908.15,19.7423913,0
7442-YGZFK,49.8,49.8,49.8,0
0420-BWTPW,25.5,215.2,26.9,204
8229-BUJHX,20.5,1500.95,21.14014085,0
7449-HVPIV,90.4,5099.15,92.71181818,0
5504-WSIUR,90.25,6385.95,91.22785714,0
8183-ONMXC,80.75,159.45,79.725,161.5
8466-PZBLH,104.6,6885.75,102.7723881,0
9614-RMGHA,91.85,5940.85,91.39769231,5970.25
8735-IJJEG,50.2,668.85,47.775,0
0564-MUUQK,95.5,1916.2,95.81,0
5054-IEXZT,75.35,75.35,75.35,75.35
5834-ASPWA,75.45,75.45,75.45,75.45
0701-RFGFI,95.4,4613.95,94.1622449,0
0019-EFAEP,101.3,7261.25,100.8506944,0
5619-PTMIK,53.1,2459.8,53.47391304,0
3737-XBQDD,84.85,2048.8,85.36666667,0
5882-CMAZQ,34.25,163.55,32.71,0
5846-QFDFI,88.6,2888.7,87.53636364,0
4445-KWOKW,60.15,2421.6,57.65714286,0
3511-APPBJ,99.95,2292.75,99.68478261,0
7967-HYCDE,70.7,553.4,69.175,0
2430-RRYUW,54.8,3465.7,52.51060606,0
3948-XHGNA,49.55,1210.4,50.43333333,1189.2
3723-BFBGR,54.8,1291.3,53.80416667,0
0565-IYCGT,78.6,5356.45,77.62971014,5423.4
5447-WZAFP,100.3,5200.8,98.12830189,0
5110-CHOPY,53.6,3237.05,53.95083333,0
5445-UTODQ,81.1,576.65,82.37857143,567.7
4425-OWHWB,19.35,433.75,21.6875,0
7892-QVYKW,85.6,1868.4,81.23478261,0
9675-ICXCT,80.8,5728.55,79.56319444,0
1024-VRZHF,74.95,825.7,75.06363636,824.45
4703-MQYKT,19.6,390.4,18.59047619,0
9497-QCMMS,93.55,93.55,93.55,93.55
5692-ICXLW,90.7,2845.15,91.77903226,0
0602-DDUML,69.75,3894.4,68.32280702,0
2208-MPXIO,20,886.4,19.69777778,0
1960-UYCNN,95.25,1021.55,102.155,0
0348-SDKOL,102.1,5885.4,101.4724138,5921.8
3190-FZATL,19.95,268.4,19.17142857,0
7336-RLLRH,80.85,2204.35,81.64259259,0
4373-MAVJG,90.9,1259,89.92857143,1272.6
8901-HJXTF,29.2,309.1,25.75833333,350.4
7710-JSYOA,93.3,6398.05,92.72536232,0
5419-KLXBN,89.15,2257.75,90.31,2228.75
3424-NMNBO,108.85,6287.25,108.4008621,6313.3
9885-MFVSU,46.35,1662.05,47.48714286,0
4514-GFCFI,84.75,1350.15,84.384375,1356
0607-MVMGC,78.75,3600.65,80.01444444,0
3365-SAIGS,83.55,1329.15,78.18529412,0
9828-AOQLM,45.7,45.7,45.7,45.7
8022-BECSI,19.6,422.5,19.20454545,0
8000-REIQB,69.95,69.95,69.95,69.95
9993-LHIEB,67.85,4627.65,69.06940299,0
0266-CLZKZ,105.65,6717.9,100.2671642,0
7615-ESMYF,44.6,97.1,48.55,89.2
3858-VOBET,74.95,1710.45,74.3673913,1723.85
7020-OZKXZ,75.5,637.4,70.82222222,0
3977-QCRSL,20.15,117.95,23.59,0
0017-DINOC,45.2,2460.55,45.56574074,0
1447-PJGGA,95.25,5464.65,95.87105263,5429.25
8565-CLBZW,89.85,2165.05,90.21041667,2156.4
9139-WQQDY,100.45,4941.8,100.8530612,4922.05
0224-HJAPT,47.15,223.15,44.63,235.75
8086-OVPWV,80.2,181.1,90.55,160.4
9430-FRQOC,87.1,341.45,85.3625,348.4
7639-OPLNG,79.25,5731.85,81.88357143,0
3074-GQWYX,75.9,357.75,71.55,379.5
1492-QGCLU,85.7,4616.1,87.09622642,0
6845-RGTYS,98.75,4533.7,96.46170213,4641.25
7328-OWMOM,20.1,589.25,19.00806452,0
4418-LZMSV,61.8,750.1,57.7,0
5155-AZQPB,49.9,1410.25,50.36607143,0
8861-HGGKB,86.45,830.85,83.085,864.5
1087-GRUYI,20.4,743.5,19.56578947,0
7065-YUNRY,45.3,45.3,45.3,45.3
7694-VLBWQ,104.1,7040.85,105.0873134,6974.7
2546-KZAAT,75.4,3865.45,74.33557692,0
0181-RITDD,108.15,6825.65,110.091129,0
5989-PGKJB,86.25,1340.1,83.75625,0
4795-KTRTH,81,371.65,74.33,405
8272-ONJLV,95.7,1184,98.66666667,0
1488-PBLJN,116.85,8477.7,117.7458333,0
0308-GIQJT,105.75,7382.85,103.9838028,0
3778-FOAQW,20.15,456.85,19.03541667,0
4452-ROHMO,19.6,331.6,22.10666667,0
6481-OGDOO,90.6,6056.15,90.39029851,6070.2
3090-LETTY,60.95,134.6,67.3,0
5349-AZPEW,25.05,125.5,25.1,0
3753-TSEMP,88.15,1390.6,92.70666667,1322.25
8305-VHZBZ,20.2,20.2,20.2,20.2
9720-JJJOR,60.3,2511.3,61.25121951,0
8100-HZZLJ,63.95,2737.05,63.65232558,0
8775-ERLNB,74.3,74.3,74.3,0
8309-IEYJD,70.6,70.6,70.6,0
9172-JITSM,90.8,2361.8,90.83846154,2360.8
6298-QDFNH,79.35,1730.35,78.65227273,1745.7
7398-HPYZQ,90.55,6404,90.1971831,0
3546-GHEAE,19.45,165.35,23.62142857,0
7361-YPXFS,64.45,1867.6,66.7,0
6557-BZXLQ,69.65,1043.3,65.20625,0
2550-QHZGP,19.5,128.6,18.37142857,0
7519-JTWQH,110.5,7455.45,108.05,0
2538-OIMXF,24.7,24.7,24.7,0
8543-MSDMF,77.4,206.15,68.71666667,0
9961-JBNMK,96.8,2030.3,96.68095238,2032.8
1170-SASML,85.4,5869.4,85.06376812,0
4872-JCVCA,47.6,3377.8,47.57464789,0
5346-BZCHP,19.4,1346.2,19.51014493,0
2038-LLMLM,103.85,4946.05,103.0427083,0
6173-ITPWD,83.35,4065,86.4893617,3917.45
9734-UYXQI,49.4,106.55,53.275,98.8
1216-BGTSP,108.45,4964.7,110.3266667,0
4138-NAXED,81,4085.75,80.1127451,0
2189-UXTKY,79.2,1742.75,79.21590909,1742.4
0744-BIKKF,86.65,6224.8,86.45555556,0
7483-IQWIB,92.95,3415.25,92.30405405,0
5248-KWLAR,90.35,6325.25,89.08802817,0
4958-GZWIY,48.7,340.25,48.60714286,340.9
7996-MHXLW,25.15,1683.6,25.50909091,0
7833-PKIHD,76.4,3966.3,77.77058824,0
7061-OVMIM,19.55,608.5,20.28333333,0
5153-RTHKF,85.35,2896.6,85.19411765,0
1852-QSWCD,24.8,1514.85,23.66953125,0
4832-VRBMR,103.15,6792.45,104.4992308,0
9079-LWTFD,100.75,4669.2,99.34468085,0
6356-ELRKD,95.6,95.6,95.6,95.6
8624-GIOUT,59.75,2934.3,59.88367347,2927.75
3392-EHMNK,94.1,6302.8,94.07164179,0
5986-WWXDV,19.35,779.2,19.97948718,0
3061-BCKYI,19.9,283.75,20.26785714,0
6179-GJPSO,108.15,4600.7,106.9930233,4650.45
7901-TBKJX,101.05,5594,99.89285714,0
7228-PAQPD,59.1,772.85,55.20357143,0
3177-LASXD,71.35,71.35,71.35,71.35
7746-QYVCO,55.85,857.8,53.6125,0
5804-HYIEZ,106.05,7554.05,107.915,0
9919-FZDED,84.1,5981.65,83.07847222,0
5934-TSSAU,75.3,1702.9,74.03913043,0
3486-KHMLI,24.7,467.15,22.2452381,0
4897-QSUYC,20.15,20.15,20.15,20.15
1084-UQCHV,69.75,69.75,69.75,69.75
8290-YWKHZ,93.2,2931,91.59375,2982.4
2955-BJZHG,80.85,1400.85,82.40294118,1374.45
3806-DXQOM,33.65,137.85,34.4625,134.6
6784-XYJAE,55.8,1941.5,53.93055556,0
3933-DQPWX,39.7,1932.75,38.655,0
6661-EIPZC,29.5,1423.05,29.646875,0
8957-THMOA,20.15,970.85,19.417,0
2251-PYLPB,79.55,5810.9,80.70694444,0
5555-RNPGT,24.8,223.9,22.39,0
1057-FOGLZ,19.65,391.7,21.76111111,0
9300-RENDD,79.95,79.95,79.95,79.95
0761-AETCS,19.3,19.3,19.3,19.3
8087-LGYHQ,94.05,811.65,90.18333333,0
4137-BTIKL,90.75,174.75,87.375,0
2190-BCXEC,78.85,3126.85,78.17125,0
6227-FBDXH,99.5,6841.45,99.15144928,0
2153-MREFK,99.2,3754.6,101.4756757,3670.4
2911-WDXMV,80.55,1406.65,78.14722222,0
7206-PQBBZ,70.2,834.7,75.88181818,0
3106-ULWFW,85.2,627.4,78.425,681.6
0925-VYDLG,75.25,242,80.66666667,225.75
4547-FZJWE,59.45,3157,57.4,0
7422-WNBTY,93.35,3092,93.6969697,0
0842-IWYCP,44.95,2168.9,47.15,0
3521-HTQTV,26.1,980.35,28.83382353,0
3744-ZBHON,20.2,65.95,21.98333333,0
3373-DIUUN,21.25,711.9,23.73,0
8383-SGHJU,59.4,1952.8,59.17575758,0
7607-QKKTJ,95,4368.85,97.08555556,0
7707-PYBBH,61.9,2647.1,66.1775,0
8984-HPEMB,118.65,8477.6,119.4028169,0
4349-GFQHK,54.35,54.35,54.35,54.35
4139-DETXS,64.45,4528,62.88888889,0
9779-DPNEJ,80.15,1790.65,81.39318182,0
9805-FILKB,20.2,845.6,18.3826087,0
5793-YOLJN,21,1210.3,22.00545455,0
0673-IGUQO,20.45,20.45,20.45,0
4123-FCVCB,75.85,854.45,71.20416667,0
8819-IMISP,80.45,2429.1,78.35806452,0
7802-EFKNY,24.95,100.4,20.08,124.75
8311-UEUAB,75.5,5229.45,78.05149254,0
5858-EAFCZ,44.45,44.45,44.45,0
8035-BUYVG,42.35,1716.45,42.91125,1694
1163-ONYEY,74.55,3023.55,73.74512195,0
9787-XVQIU,75.3,75.3,75.3,75.3
8945-MUQUF,94.8,4837.6,94.85490196,4834.8
5656-MJEFC,48.15,2032.3,48.38809524,0
6082-OQFBA,19.65,436.9,18.99565217,0
8051-HJRLT,70.55,70.55,70.55,70.55
8974-OVACP,20.15,20.15,20.15,0
4010-YLMVT,106.6,5893.95,105.2491071,0
1379-FRVEB,91,1430.05,95.33666667,0
8612-GXIDD,25.4,313,26.08333333,0
6288-CHQJB,69.95,3871.85,71.70092593,0
8160-HOWOX,66.85,458.1,65.44285714,0
3023-GFLBR,86.15,2745.7,83.2030303,2842.95
6648-INWPS,20.15,341.35,21.334375,0
4223-BKEOR,64.85,1336.8,63.65714286,0
4079-VTGLK,74.85,2181.75,72.725,0
1763-WQFUK,50.5,147.75,49.25,0
1391-UBDAR,72.9,818.45,74.40454545,0
8894-JVDCV,115.05,7133.45,115.0556452,0
2023-VQFDL,19,348.8,19.37777778,0
1345-GKDZZ,19.55,128.6,21.43333333,0
2014-MKGMH,101.1,4674.4,101.6173913,0
5628-FCGYG,84.1,1737.45,82.73571429,0
2560-WBWXF,24.15,1498.85,22.04191176,0
0248-IPDFW,50.1,50.1,50.1,0
7978-DKUQH,74.6,1797.75,71.91,0
4335-UPJSI,19.75,498.1,20.75416667,0
0524-IAVZO,85,2624.25,87.475,2550
2737-YNGYW,80.55,184.1,92.05,161.1
1784-EZDKJ,106.8,5498.8,107.8196078,0
9297-FVVDH,84.5,4845.4,85.00701754,0
8007-YYPWD,25.05,369.1,24.60666667,0
7101-HRBLJ,83.7,6096.9,84.67916667,0
5159-YFPKQ,75.8,160.75,80.375,151.6
6635-CPNUN,96.6,2684.35,95.86964286,0
4021-RQSNY,98.5,3004.15,103.5913793,2856.5
5453-YBTWV,101.1,6994.8,99.92571429,0
5039-LZRQT,20.2,273.25,21.01923077,0
2931-VUVJN,94.05,5483.9,92.94745763,0
9061-TIHDA,95.25,1233.65,94.89615385,1238.25
8699-ASUFO,74.4,527.9,75.41428571,520.8
6418-PIQSP,81,4985.9,80.41774194,0
8220-OCUFY,60.25,1258.35,59.92142857,0
