customer_ID,gender,senior_citizen,partner,dependents,tenure,tenure_group,churn
5158-RIVOP,Female,NO,Yes,Yes,11,0-1 Year,No
9788-YTFGE,Male,NO,No,No,7,0-1 Year,No
9277-JOOMO,Female,NO,No,No,3,0-1 Year,No
1907-YLNYW,Male,NO,No,No,8,0-1 Year,No
1725-MIMXW,Male,NO,No,Yes,1,0-1 Year,Yes
8947-YRTDV,Male,NO,Yes,Yes,32,2-4 Years,No
3161-ONRWK,Male,NO,Yes,Yes,60,5+ Years,No
0114-RSRRW,Female,NO,Yes,No,10,0-1 Year,No
4565-NLZBV,Female,NO,Yes,No,71,5+ Years,No
0031-PVLZI,Female,NO,Yes,Yes,4,0-1 Year,Yes
7206-GZCDC,Female,YES,No,No,1,0-1 Year,Yes
6682-VCIXC,Female,NO,Yes,Yes,43,2-4 Years,No
4791-QRGMF,Male,NO,Yes,No,59,4-5 Years,Yes
6475-VHUIZ,Female,NO,Yes,No,23,1-2 Years,No
3910-MRQOY,Female,NO,Yes,No,72,5+ Years,No
0661-WCQNQ,Male,NO,Yes,No,22,1-2 Years,No
7537-RBWEA,Female,NO,No,No,1,0-1 Year,No
4656-CAURT,Male,NO,No,No,69,5+ Years,No
0121-SNYRK,Male,NO,No,No,50,4-5 Years,No
1768-ZAIFU,Female,YES,No,No,1,0-1 Year,Yes
4671-LXRDQ,Male,NO,No,No,2,0-1 Year,Yes
3733-LSYCE,Female,NO,Yes,No,15,1-2 Years,No
6265-FRMTQ,Male,NO,No,No,31,2-4 Years,No
1934-SJVJK,Male,NO,No,No,1,0-1 Year,Yes
3838-OZURD,Male,NO,Yes,No,66,5+ Years,Yes
1371-DWPAZ,Female,NO,Yes,Yes,0,0-1 Year,No
9269-CQOOL,Male,NO,No,Yes,3,0-1 Year,Yes
2017-CCBLH,Female,NO,No,No,8,0-1 Year,No
7690-KPNCU,Male,NO,Yes,Yes,64,5+ Years,No
0536-BGFMZ,Female,NO,Yes,No,28,2-4 Years,No
2293-IJWPS,Female,NO,Yes,No,57,4-5 Years,No
2845-HSJCY,Female,NO,Yes,Yes,14,1-2 Years,Yes
5469-NUJUR,Male,NO,No,No,19,1-2 Years,No
1184-PJVDB,Male,NO,Yes,No,10,0-1 Year,Yes
2625-TRCZQ,Female,NO,Yes,No,51,4-5 Years,No
4102-HLENU,Female,NO,Yes,No,67,5+ Years,No
7266-GSSJX,Male,NO,Yes,Yes,11,0-1 Year,No
7722-VJRQD,Male,NO,Yes,Yes,72,5+ Years,No
7073-QETQY,Male,NO,Yes,Yes,66,5+ Years,No
9415-DPEWS,Female,NO,No,No,18,1-2 Years,Yes
5624-RYAMH,Female,NO,No,No,9,0-1 Year,No
0196-JTUQI,Female,NO,No,No,9,0-1 Year,No
7130-YXBRO,Male,NO,Yes,No,48,4-5 Years,No
9272-LSVYH,Male,NO,No,No,10,0-1 Year,No
7943-RQCHR,Female,NO,No,No,9,0-1 Year,Yes
3793-MMFUH,Female,YES,No,No,13,1-2 Years,Yes
3249-ZPQRG,Male,NO,No,No,4,0-1 Year,Yes
2568-BRGYX,Male,NO,No,No,4,0-1 Year,Yes
3084-DOWLE,Female,NO,Yes,No,72,5+ Years,No
1084-MNSMJ,Female,NO,Yes,Yes,51,4-5 Years,No
7721-JXEAW,Male,NO,Yes,No,59,4-5 Years,Yes
7249-WBIYX,Male,NO,Yes,No,10,0-1 Year,Yes
4238-HFHSN,Male,YES,Yes,No,61,5+ Years,No
6250-CGGUN,Male,NO,No,No,54,4-5 Years,No
5478-JJVZK,Female,NO,No,No,33,2-4 Years,No
7596-IIWYC,Female,NO,No,No,27,2-4 Years,No
6567-HOOPW,Female,YES,No,No,1,0-1 Year,Yes
9793-WECQC,Male,NO,No,No,23,1-2 Years,No
4291-HPAXL,Male,NO,No,Yes,1,0-1 Year,No
8999-YPYBV,Male,NO,Yes,Yes,45,2-4 Years,No
1839-FBNFR,Female,NO,Yes,Yes,39,2-4 Years,No
3164-AALRN,Male,NO,No,No,5,0-1 Year,Yes
3071-MVJCD,Male,NO,Yes,Yes,72,5+ Years,No
1697-BCSHV,Female,NO,Yes,Yes,58,4-5 Years,No
0562-KBDVM,Female,NO,No,No,70,5+ Years,No
1131-SUEKT,Male,NO,Yes,Yes,61,5+ Years,No
3717-OEAUQ,Male,NO,No,No,2,0-1 Year,No
4538-WNTMJ,Female,NO,Yes,Yes,46,2-4 Years,No
3334-CTHOL,Female,NO,No,No,1,0-1 Year,Yes
4704-ERYFC,Female,NO,Yes,No,22,1-2 Years,Yes
9432-RUVSL,Female,NO,No,No,48,4-5 Years,No
8060-HIWJJ,Male,NO,No,No,64,5+ Years,No
7684-XSZIY,Male,NO,Yes,Yes,72,5+ Years,No
9089-UOWJG,Female,NO,Yes,Yes,12,1-2 Years,No
8621-MNIHH,Female,YES,Yes,No,34,2-4 Years,Yes
8039-ACLPL,Female,NO,Yes,Yes,72,5+ Years,No
9885-AIBVB,Male,NO,Yes,No,29,2-4 Years,No
1934-MKPXS,Male,NO,Yes,Yes,33,2-4 Years,No
2592-YKDIF,Female,NO,No,No,1,0-1 Year,No
2272-JKMSI,Female,NO,Yes,Yes,62,5+ Years,No
0471-LVHGK,Male,NO,Yes,No,41,2-4 Years,Yes
9518-RWHZL,Female,NO,No,No,64,5+ Years,Yes
8714-CTZJW,Female,NO,No,No,4,0-1 Year,No
3569-EDBPQ,Female,NO,No,No,24,2-4 Years,No
3131-NWVFJ,Female,NO,Yes,Yes,14,1-2 Years,No
7521-YXVZY,Male,NO,No,Yes,3,0-1 Year,No
5419-CONWX,Female,YES,No,No,4,0-1 Year,Yes
6240-EURKS,Female,NO,No,Yes,18,1-2 Years,Yes
2373-NTKOD,Male,NO,No,No,8,0-1 Year,No
1970-KKFWL,Female,NO,No,No,35,2-4 Years,No
6960-HVYXR,Female,NO,No,No,1,0-1 Year,Yes
9337-SRRNI,Male,NO,No,Yes,66,5+ Years,No
0895-UADGO,Male,NO,No,Yes,8,0-1 Year,No
5678-VFNEQ,Female,NO,Yes,No,71,5+ Years,No
5977-CKHON,Female,NO,Yes,Yes,43,2-4 Years,No
7024-OHCCK,Female,YES,No,No,2,0-1 Year,Yes
2692-BUCFV,Male,YES,No,No,29,2-4 Years,No
7861-UVUFT,Female,NO,Yes,No,15,1-2 Years,Yes
1830-GGFNM,Male,NO,Yes,Yes,65,5+ Years,No
5302-BDJNT,Male,NO,No,No,35,2-4 Years,No
5223-UZAVK,Male,NO,No,No,64,5+ Years,No
4859-ZSRDZ,Female,NO,Yes,Yes,58,4-5 Years,No
5651-WYIPH,Female,YES,No,No,18,1-2 Years,No
9350-VLHMB,Male,NO,Yes,Yes,67,5+ Years,No
3498-LZGQZ,Male,NO,Yes,Yes,63,5+ Years,No
8785-CJSHH,Female,NO,Yes,No,60,5+ Years,No
5357-TZHPP,Male,YES,No,No,9,0-1 Year,Yes
3870-SPZSI,Female,NO,Yes,Yes,70,5+ Years,No
0680-DFNNY,Male,NO,Yes,No,15,1-2 Years,Yes
7560-QRBXH,Female,NO,No,Yes,48,4-5 Years,No
7077-XJMET,Male,NO,Yes,No,12,1-2 Years,No
8752-GHJFU,Male,YES,Yes,No,71,5+ Years,No
6896-SRVYQ,Male,YES,No,No,44,2-4 Years,No
7767-UXAGJ,Male,NO,No,No,1,0-1 Year,Yes
4652-ODEVH,Male,NO,Yes,Yes,45,2-4 Years,No
6510-UPNKS,Female,NO,No,No,23,1-2 Years,No
6718-BDGHG,Female,NO,Yes,No,43,2-4 Years,No
9046-DQMTP,Male,NO,No,No,35,2-4 Years,No
6439-LAJXL,Male,NO,Yes,No,9,0-1 Year,No
1571-SAVHK,Male,NO,No,No,12,1-2 Years,Yes
9052-VKDUW,Female,YES,Yes,No,65,5+ Years,No
9546-CQJSU,Female,NO,No,No,2,0-1 Year,Yes
1666-JZPZT,Male,NO,No,No,27,2-4 Years,No
5777-KJIRB,Female,NO,No,No,40,2-4 Years,No
0506-LVNGN,Female,YES,No,No,5,0-1 Year,Yes
7677-SJJJK,Male,NO,Yes,Yes,8,0-1 Year,No
2480-EJWYP,Female,YES,Yes,No,58,4-5 Years,No
3253-HKOKL,Female,NO,Yes,Yes,52,4-5 Years,No
7055-HNEOJ,Male,NO,Yes,No,3,0-1 Year,No
5514-YQENT,Male,NO,No,Yes,41,2-4 Years,No
3211-AAPKX,Male,NO,No,No,20,1-2 Years,No
8445-DNBAE,Male,NO,No,Yes,1,0-1 Year,No
2951-QOQTK,Male,NO,No,Yes,4,0-1 Year,Yes
2958-NHPPS,Male,NO,No,No,23,1-2 Years,No
6806-YDEUL,Female,YES,No,No,6,0-1 Year,No
1735-XMJVH,Male,NO,Yes,Yes,8,0-1 Year,No
6890-PFRQX,Male,NO,No,No,18,1-2 Years,No
0222-CNVPT,Male,YES,No,No,52,4-5 Years,No
5899-OUVKV,Male,NO,No,No,31,2-4 Years,No
8681-ICONS,Male,NO,Yes,Yes,29,2-4 Years,No
1621-YNCJH,Female,NO,Yes,No,36,2-4 Years,No
3473-XIIIT,Female,NO,Yes,No,16,1-2 Years,Yes
6362-QHAFM,Male,NO,Yes,No,42,2-4 Years,No
7893-IXHRQ,Male,NO,No,No,1,0-1 Year,Yes
3070-BDOQC,Female,NO,No,No,60,5+ Years,No
2952-QAYZF,Male,NO,No,No,5,0-1 Year,Yes
6234-PFPXL,Male,NO,Yes,No,22,1-2 Years,No
9824-QCJPK,Male,NO,Yes,No,36,2-4 Years,No
4763-PGDPO,Female,NO,No,No,4,0-1 Year,Yes
4283-IVYCI,Male,NO,No,No,9,0-1 Year,No
1866-OBPNR,Male,NO,Yes,Yes,1,0-1 Year,No
8205-MQUGY,Male,NO,Yes,Yes,12,1-2 Years,No
8970-ANWXO,Female,NO,No,No,23,1-2 Years,No
9480-BQJEI,Male,NO,No,No,62,5+ Years,No
5394-SVGJV,Male,NO,No,No,37,2-4 Years,Yes
6979-TNDEU,Female,NO,No,No,8,0-1 Year,No
9777-WJJPR,Male,NO,Yes,No,31,2-4 Years,No
9283-LZQOH,Male,NO,Yes,Yes,13,1-2 Years,Yes
7079-QRCBC,Female,NO,No,No,24,2-4 Years,Yes
9495-SKLKD,Male,NO,Yes,Yes,45,2-4 Years,No
6048-UWKAL,Female,YES,Yes,No,69,5+ Years,No
5067-DGXLL,Male,NO,No,No,2,0-1 Year,No
5469-CTCWN,Male,NO,Yes,Yes,61,5+ Years,Yes
9851-QXEEQ,Male,NO,No,No,41,2-4 Years,Yes
6281-FKEWS,Female,NO,No,No,44,2-4 Years,No
8898-KASCD,Male,NO,No,No,39,2-4 Years,No
9242-TKFSV,Male,NO,Yes,Yes,72,5+ Years,No
9290-SHCMB,Female,YES,No,No,13,1-2 Years,No
0743-HNPFG,Female,NO,Yes,Yes,51,4-5 Years,No
2277-BKJKN,Female,YES,Yes,No,71,5+ Years,No
9809-IMGCQ,Male,YES,No,No,22,1-2 Years,Yes
5208-HFSBT,Female,NO,No,No,2,0-1 Year,Yes
5035-PGZXH,Female,NO,No,No,56,4-5 Years,No
8695-WDYEA,Male,NO,No,No,1,0-1 Year,No
6543-JXSOO,Female,NO,Yes,Yes,23,1-2 Years,No
8016-ZMGMO,Female,YES,Yes,No,66,5+ Years,No
8605-ITULD,Female,NO,No,No,1,0-1 Year,No
3254-YRILK,Male,YES,No,No,19,1-2 Years,Yes
6416-YJTTB,Male,NO,No,No,11,0-1 Year,No
2667-WYLWJ,Female,NO,Yes,Yes,8,0-1 Year,Yes
4472-VESGY,Female,NO,Yes,Yes,52,4-5 Years,No
3195-TQDZX,Male,NO,No,No,3,0-1 Year,No
3128-YOVTD,Female,NO,Yes,Yes,51,4-5 Years,No
0529-ONKER,Male,YES,No,No,15,1-2 Years,Yes
1728-CXQBE,Male,YES,Yes,No,64,5+ Years,No
7041-TXQJH,Female,NO,No,No,37,2-4 Years,No
5014-GSOUQ,Male,NO,No,No,13,1-2 Years,No
5724-BIDBU,Male,NO,Yes,No,49,4-5 Years,No
0481-SUMCB,Female,YES,No,No,45,2-4 Years,No
1769-GRUIK,Female,NO,No,No,18,1-2 Years,No
5240-IJOQT,Male,YES,No,No,1,0-1 Year,Yes
8819-WFGGJ,Male,NO,Yes,No,68,5+ Years,No
7427-AUFPY,Male,NO,No,No,54,4-5 Years,No
2811-POVEX,Female,YES,Yes,Yes,23,1-2 Years,No
1092-GANHU,Male,NO,No,No,17,1-2 Years,Yes
7898-PDWQE,Male,NO,Yes,No,71,5+ Years,No
9972-EWRJS,Female,NO,Yes,Yes,67,5+ Years,No
9314-IJWSQ,Female,NO,Yes,Yes,14,1-2 Years,No
0661-XEYAN,Female,YES,No,No,1,0-1 Year,Yes
5799-JRCZO,Female,NO,No,Yes,63,5+ Years,No
1921-KYSAY,Female,NO,No,No,41,2-4 Years,No
6198-RTPMF,Female,NO,Yes,No,17,1-2 Years,No
2924-KHUVI,Male,NO,Yes,No,56,4-5 Years,No
1925-GMVBW,Female,NO,No,No,5,0-1 Year,No
7881-EVUAD,Female,NO,No,No,2,0-1 Year,Yes
6184-DYUOB,Female,NO,Yes,No,3,0-1 Year,No
9207-ZPANB,Male,NO,No,No,37,2-4 Years,No
5766-XQXMQ,Female,NO,No,No,29,2-4 Years,Yes
9327-QSDED,Male,NO,No,No,8,0-1 Year,No
1656-DRSMG,Female,NO,No,No,63,5+ Years,No
3012-VFFMN,Female,NO,Yes,Yes,7,0-1 Year,No
2984-AFWNC,Female,NO,No,No,3,0-1 Year,No
0640-YJTPY,Male,NO,Yes,Yes,72,5+ Years,No
8096-LOIST,Female,NO,No,No,19,1-2 Years,No
9764-REAFF,Female,NO,Yes,No,59,4-5 Years,No
3703-VAVCL,Male,NO,Yes,Yes,2,0-1 Year,Yes
7107-UBYKY,Female,NO,Yes,Yes,35,2-4 Years,No
4881-GQJTW,Male,NO,No,No,14,1-2 Years,No
8519-QJGJD,Female,NO,No,No,14,1-2 Years,Yes
7876-DNYAP,Female,NO,Yes,Yes,69,5+ Years,No
7905-NJMXS,Male,YES,Yes,No,7,0-1 Year,No
2882-WDTBA,Male,NO,Yes,Yes,69,5+ Years,No
2091-GPPIQ,Female,NO,Yes,Yes,72,5+ Years,No
6326-MTTXK,Male,NO,No,No,8,0-1 Year,Yes
5071-FBJFS,Female,NO,Yes,Yes,4,0-1 Year,No
2796-UUZZO,Male,NO,Yes,Yes,63,5+ Years,No
2429-AYKKO,Male,NO,No,No,72,5+ Years,No
9798-OPFEM,Female,NO,No,No,46,2-4 Years,No
0330-IVZHA,Female,NO,Yes,No,5,0-1 Year,Yes
3794-NFNCH,Male,NO,Yes,No,30,2-4 Years,No
5193-QLVZB,Male,NO,No,No,63,5+ Years,No
7114-AEOZE,Female,NO,No,No,60,5+ Years,No
2886-KEFUM,Female,NO,Yes,No,63,5+ Years,Yes
5522-NYKPB,Male,NO,Yes,Yes,25,2-4 Years,No
4237-RLAQD,Male,NO,No,No,1,0-1 Year,Yes
9957-YODKZ,Male,YES,Yes,No,6,0-1 Year,No
6518-KZXCB,Male,NO,No,No,22,1-2 Years,No
2245-ADZFJ,Female,NO,Yes,Yes,31,2-4 Years,No
7776-QGYJC,Female,NO,Yes,Yes,39,2-4 Years,No
9313-QOLTZ,Male,NO,No,No,26,2-4 Years,No
9651-GTSAQ,Female,NO,Yes,No,53,4-5 Years,Yes
3186-BAXNB,Female,NO,No,No,1,0-1 Year,Yes
4672-FOTSD,Male,NO,No,No,12,1-2 Years,No
0637-YLETY,Female,NO,No,No,16,1-2 Years,Yes
9818-XQCUV,Female,NO,No,No,2,0-1 Year,No
7338-ERIVA,Male,NO,No,Yes,39,2-4 Years,No
1157-BQCUW,Male,NO,No,No,1,0-1 Year,Yes
8259-NFJTV,Female,NO,Yes,Yes,7,0-1 Year,No
3223-DWFIO,Male,YES,No,No,4,0-1 Year,No
2660-EMUBI,Male,YES,No,No,10,0-1 Year,Yes
6968-GMKPR,Female,NO,No,No,55,4-5 Years,No
4751-ERMAN,Male,NO,Yes,Yes,72,5+ Years,No
1436-ZMJAN,Female,NO,Yes,No,10,0-1 Year,No
3292-PBZEJ,Male,YES,No,No,11,0-1 Year,No
0799-DDIHE,Female,NO,Yes,Yes,15,1-2 Years,No
3070-FNFZQ,Female,NO,Yes,Yes,23,1-2 Years,No
2812-SFXMJ,Male,NO,No,Yes,1,0-1 Year,No
7675-OZCZG,Female,YES,No,No,3,0-1 Year,Yes
5014-WUQMG,Male,NO,Yes,Yes,47,2-4 Years,No
5312-TSZVC,Female,NO,No,Yes,15,1-2 Years,No
2003-CKLOR,Male,NO,No,No,66,5+ Years,Yes
0993-OSGPT,Female,YES,Yes,No,68,5+ Years,No
9254-RBFON,Female,NO,Yes,Yes,17,1-2 Years,Yes
1205-WNWPJ,Female,NO,No,No,7,0-1 Year,Yes
9391-EOYLI,Male,YES,Yes,No,12,1-2 Years,Yes
7108-DGVUU,Female,YES,Yes,No,21,1-2 Years,No
2782-JEEBU,Male,NO,No,No,21,1-2 Years,No
5127-BZENZ,Female,NO,Yes,Yes,56,4-5 Years,No
2720-FVBQP,Female,NO,Yes,Yes,6,0-1 Year,No
9906-NHHVC,Female,YES,No,No,65,5+ Years,No
4522-XRWWI,Male,NO,Yes,No,42,2-4 Years,No
3766-EJLFL,Female,NO,Yes,Yes,68,5+ Years,No
5939-SXWHM,Male,NO,Yes,Yes,48,4-5 Years,No
8152-UOBNY,Female,YES,No,No,50,4-5 Years,No
7351-KYHQH,Female,YES,No,No,7,0-1 Year,No
7643-RCHXS,Female,NO,Yes,Yes,63,5+ Years,No
8246-SHFGA,Male,NO,No,No,17,1-2 Years,No
8387-MOJJT,Female,NO,Yes,Yes,42,2-4 Years,Yes
0620-XEFWH,Male,NO,Yes,Yes,4,0-1 Year,No
6485-QXWWE,Female,NO,No,Yes,62,5+ Years,No
2761-OCIAX,Male,YES,No,No,2,0-1 Year,Yes
7321-VGNKU,Female,NO,Yes,No,2,0-1 Year,No
5327-CNLUQ,Male,NO,Yes,No,48,4-5 Years,No
7552-KEYGT,Male,NO,Yes,No,27,2-4 Years,No
5816-JMLGY,Female,NO,Yes,Yes,70,5+ Years,No
3068-OMWZA,Male,YES,No,No,1,0-1 Year,Yes
2927-QRRQV,Male,NO,Yes,No,46,2-4 Years,No
6032-KRXXO,Male,NO,No,No,30,2-4 Years,Yes
7459-RRWQZ,Female,NO,No,No,15,1-2 Years,Yes
6265-SXWBU,Male,NO,Yes,Yes,69,5+ Years,No
7941-RCJOW,Male,NO,No,No,65,5+ Years,No
6374-NTQLP,Male,YES,Yes,Yes,72,5+ Years,No
4154-AQUGT,Male,YES,Yes,No,13,1-2 Years,Yes
2387-KDZQY,Male,NO,No,No,17,1-2 Years,No
3584-WKTTW,Male,NO,Yes,No,51,4-5 Years,No
3399-BMLVW,Male,NO,Yes,Yes,51,4-5 Years,No
1971-DTCZB,Female,NO,Yes,No,72,5+ Years,No
3092-IGHWF,Male,NO,Yes,Yes,67,5+ Years,Yes
3374-PZLXD,Male,NO,No,No,34,2-4 Years,No
3813-DHBBB,Male,NO,Yes,No,67,5+ Years,No
2812-REYAT,Female,NO,Yes,No,49,4-5 Years,No
6518-PPLMZ,Male,NO,Yes,Yes,53,4-5 Years,No
4939-KYYPY,Male,NO,No,No,27,2-4 Years,No
8017-LXHFA,Female,YES,No,No,23,1-2 Years,Yes
5930-GBIWP,Male,NO,No,No,69,5+ Years,No
6022-KOUQO,Female,NO,Yes,Yes,2,0-1 Year,No
6352-TWCAU,Female,NO,No,No,35,2-4 Years,Yes
2361-UPSND,Female,NO,Yes,No,46,2-4 Years,No
6035-RIIOM,Female,NO,No,No,54,4-5 Years,No
2929-QNSRW,Female,NO,Yes,No,56,4-5 Years,Yes
1262-OPMFY,Female,NO,Yes,No,9,0-1 Year,Yes
9504-DSHWM,Male,NO,No,No,20,1-2 Years,No
5035-BVCXS,Male,NO,No,No,11,0-1 Year,No
6267-DCFFZ,Female,YES,Yes,No,30,2-4 Years,No
3533-UVMOM,Male,NO,Yes,No,68,5+ Years,No
2439-LYPMQ,Male,YES,Yes,No,38,2-4 Years,No
4248-QPAVC,Female,YES,Yes,No,17,1-2 Years,Yes
1899-VXWXM,Male,NO,No,No,48,4-5 Years,Yes
1478-VPOAD,Female,NO,No,No,1,0-1 Year,No
9995-HOTOH,Male,NO,Yes,Yes,63,5+ Years,No
2988-PLAHS,Female,NO,No,No,3,0-1 Year,No
1371-OJCEK,Female,NO,No,No,48,4-5 Years,No
4999-IEZLT,Male,NO,No,No,66,5+ Years,No
8883-ANODQ,Female,NO,Yes,Yes,68,5+ Years,No
4690-LLKUA,Male,YES,No,No,17,1-2 Years,Yes
2351-RRBUE,Female,NO,Yes,Yes,7,0-1 Year,No
5980-BDHPY,Male,NO,Yes,No,72,5+ Years,No
1498-DQNRX,Female,NO,Yes,No,29,2-4 Years,No
9469-WEJBT,Male,NO,Yes,No,37,2-4 Years,No
3331-HQDTW,Female,NO,No,No,34,2-4 Years,Yes
9490-DFPMD,Female,YES,No,No,42,2-4 Years,Yes
2581-VKIRT,Female,NO,Yes,Yes,59,4-5 Years,No
5442-XSDCW,Male,NO,Yes,Yes,11,0-1 Year,Yes
7426-WEIJX,Male,YES,Yes,Yes,60,5+ Years,No
2851-MMUTZ,Female,NO,No,No,27,2-4 Years,No
3049-NDXFL,Female,NO,No,No,1,0-1 Year,Yes
8580-AECUZ,Male,YES,No,No,1,0-1 Year,Yes
3307-TLCUD,Male,NO,Yes,No,17,1-2 Years,No
6625-FLENO,Male,NO,Yes,No,58,4-5 Years,No
2967-MXRAV,Male,NO,Yes,Yes,1,0-1 Year,No
7963-GQRMY,Female,NO,Yes,Yes,3,0-1 Year,Yes
8189-HBVRW,Female,NO,No,No,53,4-5 Years,No
4163-KIUHY,Male,NO,No,No,35,2-4 Years,No
1228-FZFRV,Male,NO,Yes,Yes,50,4-5 Years,Yes
3500-NSDOA,Male,NO,Yes,Yes,68,5+ Years,No
1171-TYKUR,Male,NO,Yes,No,47,2-4 Years,No
3761-FLYZI,Female,YES,Yes,No,65,5+ Years,No
2058-DCJBE,Male,NO,No,No,5,0-1 Year,Yes
5364-XYIRR,Male,NO,Yes,No,51,4-5 Years,Yes
4829-AUOAX,Female,NO,No,No,46,2-4 Years,Yes
1219-NNDDO,Female,NO,No,No,9,0-1 Year,No
8388-DMKAE,Female,NO,No,No,8,0-1 Year,No
4403-BWPAY,Male,NO,No,No,14,1-2 Years,No
9659-QEQSY,Female,NO,No,No,45,2-4 Years,No
5405-ZMYXQ,Female,NO,No,No,8,0-1 Year,No
5047-LHVLY,Male,YES,No,Yes,1,0-1 Year,Yes
1442-OKRJE,Male,NO,Yes,Yes,66,5+ Years,No
4737-AQCPU,Male,NO,Yes,Yes,72,5+ Years,No
9158-VCTQB,Female,NO,Yes,No,41,2-4 Years,Yes
2808-CHTDM,Female,NO,Yes,Yes,23,1-2 Years,No
6311-UEUME,Female,NO,No,No,29,2-4 Years,Yes
0793-TWELN,Female,NO,No,No,4,0-1 Year,No
3283-WCWXT,Male,NO,Yes,Yes,6,0-1 Year,No
1060-ENTOF,Female,YES,Yes,No,67,5+ Years,No
0999-QXNSA,Male,YES,No,Yes,7,0-1 Year,No
5451-MHQOF,Male,NO,Yes,Yes,56,4-5 Years,No
4836-WNFNO,Female,NO,Yes,No,72,5+ Years,No
9225-BZLNZ,Male,NO,Yes,No,72,5+ Years,No
0354-VXMJC,Male,NO,Yes,Yes,23,1-2 Years,No
4422-QVIJA,Female,NO,No,Yes,35,2-4 Years,No
9365-SRSZE,Male,YES,Yes,No,27,2-4 Years,No
6839-ITVZJ,Female,NO,Yes,Yes,26,2-4 Years,Yes
8332-OSJDW,Male,NO,Yes,Yes,12,1-2 Years,No
4735-BJKOU,Female,NO,No,No,40,2-4 Years,No
0274-JKUJR,Male,NO,Yes,Yes,7,0-1 Year,No
5740-YHGTW,Male,NO,Yes,Yes,70,5+ Years,No
8917-SZTTJ,Male,NO,Yes,Yes,60,5+ Years,No
1696-MZVAU,Male,NO,Yes,Yes,39,2-4 Years,No
7359-WWYJV,Male,NO,Yes,No,72,5+ Years,No
0375-HVGXO,Female,NO,No,No,1,0-1 Year,Yes
4906-ZHGPK,Male,NO,Yes,Yes,54,4-5 Years,No
8593-WHYHV,Male,NO,No,No,3,0-1 Year,Yes
3795-GWTRD,Female,NO,Yes,Yes,63,5+ Years,No
1298-PHBTI,Male,NO,Yes,Yes,71,5+ Years,No
6223-DHJGV,Female,NO,No,No,42,2-4 Years,No
6961-MJKBO,Male,NO,No,No,47,2-4 Years,No
6097-EQISJ,Female,NO,Yes,Yes,66,5+ Years,Yes
4423-YLHDV,Female,NO,Yes,No,21,1-2 Years,Yes
8158-WPEZG,Male,NO,No,No,11,0-1 Year,No
0107-YHINA,Male,NO,No,Yes,1,0-1 Year,Yes
4918-FYJNT,Female,YES,Yes,No,55,4-5 Years,No
0727-BNRLG,Male,NO,No,No,69,5+ Years,No
4854-CIDCF,Female,YES,No,No,3,0-1 Year,No
8640-SDGKB,Male,NO,No,No,4,0-1 Year,Yes
3280-MRDOF,Male,YES,No,No,30,2-4 Years,No
6435-SRWBJ,Female,NO,No,No,5,0-1 Year,No
9964-WBQDJ,Female,NO,Yes,No,71,5+ Years,No
6303-KFWSL,Female,NO,No,No,29,2-4 Years,No
1702-CCFNJ,Male,NO,Yes,No,52,4-5 Years,No
8932-CZHRQ,Male,NO,No,No,68,5+ Years,No
0386-CWRGM,Female,NO,Yes,Yes,46,2-4 Years,No
5515-RUGKN,Male,NO,No,No,8,0-1 Year,No
0404-AHASP,Male,NO,Yes,No,72,5+ Years,No
7279-NMVJC,Female,NO,No,No,17,1-2 Years,No
2081-VEYEH,Male,NO,No,No,3,0-1 Year,No
6407-UTSLV,Female,YES,No,No,2,0-1 Year,No
4116-TZAQJ,Female,NO,No,No,9,0-1 Year,Yes
9060-HJJRW,Female,NO,No,No,51,4-5 Years,No
2587-YNLES,Female,NO,Yes,Yes,6,0-1 Year,No
7398-SKNQZ,Female,NO,Yes,No,3,0-1 Year,No
5935-FCCNB,Female,YES,No,No,17,1-2 Years,No
1958-RNRKS,Male,NO,Yes,No,30,2-4 Years,No
5136-RGMZO,Male,NO,No,No,31,2-4 Years,No
8345-MVDYC,Female,NO,No,No,45,2-4 Years,No
8226-BXGES,Male,NO,Yes,No,64,5+ Years,No
3877-JRJIP,Male,NO,No,No,1,0-1 Year,Yes
8375-DKEBR,Female,YES,No,No,1,0-1 Year,Yes
9705-IOVQQ,Male,YES,Yes,Yes,61,5+ Years,No
1015-OWJKI,Male,NO,No,No,1,0-1 Year,No
7511-YMXVQ,Male,NO,No,No,9,0-1 Year,Yes
2040-XBAVJ,Male,NO,Yes,Yes,72,5+ Years,No
7551-JOHTI,Female,NO,No,No,1,0-1 Year,Yes
8887-IPQNC,Female,NO,Yes,No,7,0-1 Year,No
8646-JCOMS,Female,NO,Yes,No,66,5+ Years,No
9804-ICWBG,Male,NO,No,No,1,0-1 Year,Yes
1222-KJNZD,Male,NO,Yes,Yes,40,2-4 Years,No
0106-GHRQR,Male,NO,No,No,16,1-2 Years,No
5318-IXUZF,Female,NO,No,No,2,0-1 Year,Yes
3768-VHXQO,Male,NO,Yes,No,67,5+ Years,No
8952-WCVCD,Female,NO,Yes,No,41,2-4 Years,No
2418-TPEUN,Female,NO,Yes,Yes,56,4-5 Years,No
3963-RYFNS,Female,NO,No,No,72,5+ Years,No
3198-VELRD,Female,NO,Yes,Yes,3,0-1 Year,Yes
8540-ZQGEA,Female,NO,Yes,No,54,4-5 Years,No
1320-REHCS,Male,YES,No,No,52,4-5 Years,No
4137-JOPHL,Female,NO,No,No,50,4-5 Years,No
